Name,Pos,Group,Nationality,GP,TOI_GP,ES_TOI_GP,PP_TOI_GP,SH_TOI_GP,G_60,A_60,SOG_60,BLK_60,HIT_60,PP_PTS_60,ES_TOI_GP,PP_TOI_GP,SH_TOI_GP,PIM_GP,Fights,xGF_pct_5v5,ixG_60_5v5,Height_in,Weight_lbs,BMI,Cluster,Auto_Label
Mason Appleton,C,F,USA,259.0,15.0515444015444,13.578378378378378,0.1288931788931788,1.3442728442728444,0.539,0.816,5.587,1.739,4.91,0.062,13.578378378378378,0.1288931788931788,1.3442728442728444,0.386,0,50.23,0.502,74.0,196.0,25.16,0,Defensive Forward
Mathieu Joseph,RW,F,CAN,239.0,13.763877266387729,11.883193863319384,0.3733612273361227,1.5073221757322175,0.365,1.058,5.381,2.681,7.679,0.055,11.883193863319384,0.3733612273361227,1.5073221757322175,0.519,2,49.21,0.624,73.0,189.0,24.93,0,Defensive Forward
Mattias Janmark,C,F,SWE,260.0,13.003910256410258,11.246153846153849,0.0308333333333332,1.726923076923077,0.302,0.816,3.922,1.65,2.307,0.0,11.246153846153849,0.0308333333333332,1.726923076923077,0.462,2,49.53,0.537,74.0,205.0,26.32,0,Defensive Forward
Michael Rasmussen,C,F,CAN,272.0,14.04123774509804,12.166176470588235,0.4972426470588236,1.3778186274509805,0.628,0.895,5.546,3.865,7.038,0.079,12.166176470588235,0.4972426470588236,1.3778186274509805,0.449,4,47.32,0.73,78.0,222.0,25.65,0,Defensive Forward
Morgan Barron,C,F,CAN,289.0,11.62831603229527,10.084140715109571,0.0535178777393309,1.4906574394463667,0.678,0.696,6.981,2.982,8.82,0.036,10.084140715109571,0.0535178777393309,1.4906574394463667,0.349,3,49.6,0.721,76.0,220.0,26.78,0,Defensive Forward
Nic Dowd,C,F,USA,286.0,14.579545454545457,12.183333333333334,0.0376456876456876,2.3585664335664336,0.633,0.734,3.957,3.813,7.511,0.0,12.183333333333334,0.0376456876456876,2.3585664335664336,0.706,2,47.65,0.579,74.0,195.0,25.03,0,Defensive Forward
Nick Bjugstad,C,F,USA,281.0,14.45747330960854,12.369395017793591,0.7702253855278767,1.31785290628707,0.783,0.724,7.414,2.274,7.355,0.118,12.369395017793591,0.7702253855278767,1.31785290628707,0.505,2,48.89,0.747,78.0,210.0,24.27,0,Defensive Forward
Nico Sturm,C,F,DEU,248.0,12.860618279569891,10.858602150537637,0.2737231182795698,1.728293010752688,0.583,0.621,5.361,2.577,6.34,0.0,10.858602150537637,0.2737231182795698,1.728293010752688,0.286,3,45.27,0.636,75.0,209.0,26.12,0,Defensive Forward
Nicolas Roy,C,F,CAN,280.0,15.299166666666666,12.749940476190478,1.3428571428571427,1.2063690476190476,0.7,1.078,5.547,2.283,4.244,0.266,12.749940476190478,1.3428571428571427,1.2063690476190476,0.425,4,49.6,0.704,76.0,200.0,24.34,0,Defensive Forward
Noah Cates,LW,F,USA,301.0,16.059136212624587,12.95094130675526,1.4499446290143962,1.658250276854928,0.658,1.08,5.3,2.545,4.059,0.248,12.95094130675526,1.4499446290143962,1.658250276854928,0.233,2,53.96,0.737,74.0,194.0,24.91,0,Defensive Forward
Noah Laba,C,F,USA,74.0,13.433333333333332,11.733333333333333,0.5333333333333333,1.1666666666666667,0.543,0.905,4.406,2.595,6.639,0.302,11.733333333333333,0.5333333333333333,1.1666666666666667,0.419,1,45.57,0.571,75.0,214.0,26.75,0,Defensive Forward
Noel Acciari,C,F,USA,278.0,13.715347721822544,11.432553956834532,0.0722422062350119,2.2105515587529974,0.567,0.488,5.177,5.161,9.646,0.0,11.432553956834532,0.0722422062350119,2.2105515587529974,0.259,2,46.29,0.731,71.0,204.0,28.45,0,Defensive Forward
Oskar Sundqvist,C,F,SWE,257.0,13.31141374837873,10.878599221789882,1.3132944228274968,1.1195201037613487,0.474,1.035,4.104,2.736,5.121,0.368,10.878599221789882,1.3132944228274968,1.1195201037613487,0.459,0,42.41,0.427,75.0,210.0,26.25,0,Defensive Forward
Paul Cotter,C,F,USA,289.0,12.26660899653979,11.876124567474047,0.3722606689734716,0.0182237600922721,0.762,0.592,5.534,1.693,14.183,0.085,11.876124567474047,0.3722606689734716,0.0182237600922721,0.474,3,47.61,0.654,74.0,213.0,27.34,0,Defensive Forward
Phillip Danault,C,F,CAN,315.0,17.397566137566137,14.08074074074074,1.4817989417989417,1.835026455026455,0.536,1.226,5.737,2.715,3.361,0.328,14.08074074074074,1.4817989417989417,1.835026455026455,0.422,1,53.89,0.668,73.0,200.0,26.38,0,Defensive Forward
Radek Faksa,C,F,CZE,283.0,12.797703180212014,10.854416961130744,0.1118963486454652,1.8313898704358067,0.414,0.762,4.39,3.396,6.279,0.0,10.854416961130744,0.1118963486454652,1.8313898704358067,0.378,1,48.53,0.556,75.0,216.0,27.0,0,Defensive Forward
Ridly Greig,C,F,CAN,247.0,15.912955465587046,13.07982456140351,1.2230094466936572,1.6101214574898788,0.626,0.962,5.709,2.183,6.045,0.26,13.07982456140351,1.2230094466936572,1.6101214574898788,0.895,7,51.11,0.722,72.0,184.0,24.95,0,Defensive Forward
Ryan McLeod,C,F,CAN,298.0,15.808389261744969,13.013982102908278,0.8788031319910514,1.9156040268456376,0.726,1.312,4.725,1.567,1.758,0.127,13.013982102908278,0.8788031319910514,1.9156040268456376,0.201,0,51.3,0.526,75.0,204.0,25.5,0,Defensive Forward
Ryan Poehling,C,F,USA,273.0,14.083699633699633,11.783211233211231,0.2942002442002442,2.0062881562881563,0.64,1.061,5.306,4.791,2.949,0.094,11.783211233211231,0.2942002442002442,2.0062881562881563,0.154,0,51.18,0.58,74.0,206.0,26.45,0,Defensive Forward
Sam Lafferty,C,F,USA,238.0,11.751680672268908,10.7140756302521,0.3226190476190476,0.7149859943977591,0.644,0.644,5.127,1.845,9.439,0.0,10.7140756302521,0.3226190476190476,0.7149859943977591,0.466,3,44.28,0.564,74.0,205.0,26.32,0,Defensive Forward
Sam Steel,C,F,CAN,294.0,14.54109977324263,12.469501133786848,0.3501700680272108,1.7214285714285715,0.519,1.025,4.8,1.432,3.41,0.084,12.469501133786848,0.3501700680272108,1.7214285714285715,0.347,2,50.86,0.55,72.0,185.0,25.09,0,Defensive Forward
Scott Laughton,C,F,CAN,304.0,15.758991228070176,12.915789473684212,1.0096491228070177,1.833552631578947,0.714,0.952,6.976,2.618,7.64,0.2,12.915789473684212,1.0096491228070177,1.833552631578947,0.599,4,47.96,0.625,73.0,190.0,25.06,0,Defensive Forward
Sean Kuraly,C,F,USA,297.0,13.372783389450058,11.35005611672278,0.0659371492704825,1.9567901234567904,0.483,0.68,5.892,2.598,8.958,0.015,11.35005611672278,0.0659371492704825,1.9567901234567904,0.636,3,46.41,0.616,74.0,208.0,26.7,0,Defensive Forward
Steven Lorentz,C,F,CAN,269.0,11.001239157372986,9.5227385377943,0.0965303593556381,1.3819702602230484,0.527,0.669,5.819,3.305,11.273,0.02,9.5227385377943,0.0965303593556381,1.3819702602230484,0.19,1,47.67,0.644,76.0,219.0,26.65,0,Defensive Forward
Taylor Raddysh,RW,F,CAN,299.0,14.17820512820513,12.143756967670011,1.477480490523969,0.5569676700111482,0.58,0.793,5.591,1.897,3.878,0.283,12.143756967670011,1.477480490523969,0.5569676700111482,0.227,0,48.63,0.632,74.0,201.0,25.8,0,Defensive Forward
Teddy Blueger,C,F,LVA,248.0,14.417338709677423,12.250470430107528,0.108266129032258,2.0586021505376344,0.453,1.007,5.487,2.5,5.504,0.017,12.250470430107528,0.108266129032258,2.0586021505376344,0.492,4,49.46,0.646,72.0,185.0,25.09,0,Defensive Forward
Ty Dellandrea,C,F,CAN,238.0,13.215126050420167,11.330672268907565,0.0526610644257702,1.8317927170868349,0.267,0.801,4.674,2.671,9.176,0.0,11.330672268907565,0.0526610644257702,1.8317927170868349,0.664,6,42.91,0.608,74.0,185.0,23.75,0,Defensive Forward
Vladislav Namestnikov,C,F,RUS,293.0,13.983617747440272,11.867576791808874,1.2814562002275314,0.834584755403868,0.556,1.113,5.462,2.49,5.272,0.308,11.867576791808874,1.2814562002275314,0.834584755403868,0.471,2,52.23,0.645,72.0,181.0,24.55,0,Defensive Forward
Zakhar Bardakov,C,F,RUS,60.0,7.183333333333333,7.066666666666666,0.05,0.0666666666666666,0.139,1.253,4.872,3.063,6.961,0.0,7.066666666666666,0.05,0.0666666666666666,0.233,0,54.0,0.563,74.0,198.0,25.42,0,Defensive Forward
Zemgus Girgensons,C,F,LVA,299.0,12.794983277591973,11.274191750278703,0.0321627647714604,1.4886287625418062,0.455,0.455,5.63,2.807,9.504,0.016,11.274191750278703,0.0321627647714604,1.4886287625418062,0.378,7,48.69,0.684,75.0,197.0,24.62,0,Defensive Forward
Adrian Kempe,LW,F,SWE,321.0,19.016978193146414,14.794340602284528,2.9479231568016613,1.2747144340602283,1.376,1.455,9.426,1.366,4.502,0.757,14.794340602284528,2.9479231568016613,1.2747144340602283,0.688,1,50.95,0.788,74.0,205.0,26.32,1,Producer
Alex DeBrincat,RW,F,USA,328.0,18.291666666666664,14.958333333333332,3.308333333333333,0.0249999999999999,1.34,1.54,10.311,1.5,2.46,1.01,14.958333333333332,3.308333333333333,0.0249999999999999,0.387,5,50.35,0.818,68.0,180.0,27.37,1,Producer
Alex Ovechkin,LW,F,RUS,299.0,18.62948717948718,14.139464882943146,4.477759197324414,0.0122630992196209,1.605,1.379,11.278,0.851,6.398,1.013,14.139464882943146,4.477759197324414,0.0122630992196209,0.361,0,47.58,0.889,75.0,238.0,29.74,1,Producer
Andrei Svechnikov,RW,F,RUS,274.0,17.24257907542579,14.263503649635036,2.962834549878345,0.0162408759124087,1.181,1.676,9.296,0.978,7.341,1.016,14.263503649635036,2.962834549878345,0.0162408759124087,0.927,2,53.97,0.88,75.0,200.0,25.0,1,Producer
Artemi Panarin,LW,F,RUS,322.0,20.03840579710145,16.61935817805383,3.41904761904762,0.0,1.33,2.25,9.001,0.493,0.679,1.2,16.61935817805383,3.41904761904762,0.0,0.298,0,52.74,0.621,72.0,176.0,23.87,1,Producer
Auston Matthews,C,F,USA,282.0,20.61081560283688,16.545567375886527,3.2231087470449173,0.8421394799054374,1.745,1.59,12.222,3.665,2.632,0.97,16.545567375886527,3.2231087470449173,0.8421394799054374,0.277,1,53.37,1.201,75.0,215.0,26.87,1,Producer
Bo Horvat,C,F,CAN,309.0,20.2752427184466,15.781607335490833,3.217583603020496,1.2760517799352749,1.245,1.168,9.06,1.676,2.576,0.603,15.781607335490833,3.217583603020496,1.2760517799352749,0.366,1,51.38,0.775,73.0,225.0,29.68,1,Producer
Brad Marchand,LW,F,CAN,278.0,18.462050359712222,13.66223021582734,3.3627697841726616,1.4370503597122302,1.169,1.625,8.429,1.251,3.659,1.029,13.66223021582734,3.3627697841726616,1.4370503597122302,0.914,2,49.27,0.805,69.0,180.0,26.58,1,Producer
Brady Tkachuk,LW,F,USA,295.0,18.31389830508475,14.699604519774011,3.5690395480226,0.0452542372881355,1.366,1.644,13.56,1.055,10.284,1.044,14.699604519774011,3.5690395480226,0.0452542372881355,1.539,23,57.07,1.126,76.0,226.0,27.51,1,Producer
Brandon Hagel,LW,F,CAN,316.0,19.58059071729957,15.483597046413502,2.087710970464135,2.009282700421941,1.232,1.707,7.796,1.949,2.172,0.417,15.483597046413502,2.087710970464135,2.009282700421941,0.788,5,57.74,0.989,74.0,186.0,23.88,1,Producer
Brayden Point,C,F,CAN,303.0,19.4026402640264,15.713971397139712,3.667491749174917,0.0211771177117711,1.602,1.633,7.961,1.521,0.888,1.061,15.713971397139712,3.667491749174917,0.0211771177117711,0.139,2,50.91,0.798,71.0,177.0,24.68,1,Producer
Brock Nelson,C,F,USA,325.0,18.74225641025641,14.95574358974359,2.860307692307692,0.926205128205128,1.271,1.34,8.383,1.95,1.586,0.601,14.95574358974359,2.860307692307692,0.926205128205128,0.326,0,53.6,0.919,76.0,205.0,24.95,1,Producer
Bryan Rust,RW,F,USA,286.0,19.21165501165501,15.083682983682984,2.6583916083916086,1.4695804195804198,1.179,1.354,8.518,2.468,2.643,0.677,15.083682983682984,2.6583916083916086,1.4695804195804198,0.332,1,50.55,0.953,71.0,202.0,28.17,1,Producer
Carter Verhaeghe,C,F,CAN,315.0,17.714656084656085,15.045026455026456,2.6491005291005294,0.0205291005291004,1.301,1.419,10.204,1.086,2.742,0.656,15.045026455026456,2.6491005291005294,0.0205291005291004,0.508,0,54.21,0.874,74.0,183.0,23.49,1,Producer
Chris Kreider,LW,F,USA,304.0,17.780866228070174,13.13404605263158,3.287554824561404,1.3592653508771928,1.321,0.999,8.503,0.999,4.163,0.777,13.13404605263158,3.287554824561404,1.3592653508771928,0.362,0,51.44,0.809,75.0,232.0,28.99,1,Producer
Clayton Keller,C,F,USA,323.0,19.5343653250774,16.0781217750258,3.295768833849329,0.1604747162022703,1.198,2.035,8.501,1.198,0.542,1.084,16.0781217750258,3.295768833849329,0.1604747162022703,0.455,1,52.13,0.739,70.0,175.0,25.11,1,Producer
Cole Caufield,RW,F,USA,291.0,18.45761741122566,15.128178694158075,3.3294387170675828,0.0,1.586,1.307,10.824,0.961,2.122,0.86,15.128178694158075,3.3294387170675828,0.0,0.158,0,49.27,0.92,68.0,175.0,26.61,1,Producer
Connor Bedard,C,F,CAN,219.0,20.288964992389648,17.1486301369863,3.1163622526636225,0.023972602739726,1.013,1.728,8.467,1.229,1.782,0.959,17.1486301369863,3.1163622526636225,0.023972602739726,0.676,0,41.6,0.724,70.0,190.0,27.26,1,Producer
Connor McDavid,C,F,CAN,307.0,22.19473398479913,17.915092290988053,3.5514115092290988,0.7282301845819761,1.497,3.108,9.836,1.118,2.527,1.761,17.915092290988053,3.5514115092290988,0.7282301845819761,0.479,0,60.19,0.894,73.0,194.0,25.59,1,Producer
Drake Batherson,C,F,CAN,325.0,18.05241025641025,14.696820512820514,3.342974358974359,0.0126153846153845,1.115,1.616,8.222,1.227,4.95,1.145,14.696820512820514,3.342974358974359,0.0126153846153845,0.425,2,51.3,0.705,75.0,209.0,26.12,1,Producer
Dylan Cozens,C,F,CAN,324.0,16.936471193415635,13.4358024691358,2.637602880658436,0.8630658436213994,1.017,1.4,8.78,1.378,6.375,0.754,13.4358024691358,2.637602880658436,0.8630658436213994,0.648,6,51.51,0.843,75.0,205.0,25.62,1,Producer
Dylan Larkin,C,F,USA,304.0,19.964802631578944,15.22543859649123,3.2569078947368424,1.4824561403508774,1.275,1.542,9.164,1.255,1.789,1.068,15.22543859649123,3.2569078947368424,1.4824561403508774,0.566,2,48.3,0.659,73.0,204.0,26.91,1,Producer
Dylan Strome,C,F,CAN,325.0,17.490974358974356,14.454205128205128,3.011897435897436,0.0248717948717948,1.034,1.837,6.491,2.227,0.697,1.034,14.454205128205128,3.011897435897436,0.0248717948717948,0.388,0,50.06,0.688,76.0,200.0,24.34,1,Producer
Evgeni Malkin,C,F,RUS,288.0,18.17789351851852,14.83888888888889,3.3342592592592597,0.0047453703703703,1.02,1.971,8.149,1.605,1.582,1.054,14.83888888888889,3.3342592592592597,0.0047453703703703,0.885,1,50.72,0.733,77.0,213.0,25.26,1,Producer
Filip Forsberg,C,F,SWE,296.0,18.548873873873877,15.328828828828833,3.212612612612612,0.0074324324324324,1.508,1.628,11.267,1.628,5.486,1.06,15.328828828828833,3.212612612612612,0.0074324324324324,0.476,1,51.19,0.961,73.0,205.0,27.04,1,Producer
Gabriel Vilardi,C,F,CAN,263.0,17.492839036755388,14.465209125475289,3.018441064638784,0.009188846641318,1.33,1.369,6.769,1.852,1.252,0.939,14.465209125475289,3.018441064638784,0.009188846641318,0.266,0,49.9,0.777,75.0,216.0,27.0,1,Producer
J.T. Miller,C,F,USA,302.0,19.61600441501104,14.71346578366446,3.478256070640177,1.424282560706402,1.094,2.026,7.07,1.985,7.171,1.124,14.71346578366446,3.478256070640177,1.424282560706402,0.682,10,50.65,0.714,72.0,211.0,28.61,1,Producer
Jack Eichel,C,F,USA,281.0,20.2635231316726,15.734163701067612,3.2249110320284693,1.3044483985765123,1.191,2.16,10.474,2.234,1.496,1.033,15.734163701067612,3.2249110320284693,1.3044483985765123,0.21,1,55.34,0.821,74.0,208.0,26.7,1,Producer
Jack Hughes,C,F,USA,263.0,20.71007604562737,17.137262357414446,3.264765525982256,0.3080481622306717,1.366,2.159,11.765,1.267,0.364,1.234,17.137262357414446,3.264765525982256,0.3080481622306717,0.175,0,54.28,0.912,71.0,175.0,24.4,1,Producer
Jake Guentzel,C,F,USA,306.0,20.070479302832243,15.828322440087144,3.7434095860566448,0.4987472766884532,1.417,1.69,8.978,1.632,1.934,1.006,15.828322440087144,3.7434095860566448,0.4987472766884532,0.5,1,54.39,0.977,71.0,176.0,24.54,1,Producer
Jamie Benn,LW,F,CAN,304.0,14.96622807017544,11.96951754385965,2.3141447368421053,0.6825657894736842,1.121,1.82,7.411,2.057,5.275,0.897,11.96951754385965,2.3141447368421053,0.6825657894736842,0.651,9,50.61,0.815,75.0,210.0,26.25,1,Producer
Jared McCann,C,F,CAN,293.0,16.695392491467576,12.9528441410694,2.634755403868032,1.107792946530148,1.361,1.496,9.138,1.595,2.416,0.834,12.9528441410694,2.634755403868032,1.107792946530148,0.253,2,49.66,0.636,73.0,191.0,25.2,1,Producer
Jason Robertson,LW,F,USA,328.0,18.779166666666665,15.520833333333332,3.2541666666666664,0.0041666666666666,1.51,2.046,10.218,1.257,2.357,1.257,15.520833333333332,3.2541666666666664,0.0041666666666666,0.28,0,54.85,0.763,75.0,204.0,25.5,1,Producer
Jason Zucker,LW,F,USA,282.0,15.26371158392435,12.95130023640662,2.3124113475177306,0.0,1.199,1.282,8.628,1.255,5.855,0.781,12.95130023640662,2.3124113475177306,0.0,0.738,6,50.0,0.927,71.0,198.0,27.61,1,Producer
Jeff Skinner,LW,F,CAN,257.0,15.113618677042805,12.812645914396889,2.286251621271077,0.0147211413748378,1.251,1.375,10.087,0.942,1.684,0.602,12.812645914396889,2.286251621271077,0.0147211413748378,0.44,0,47.76,0.871,71.0,200.0,27.89,1,Producer
Joel Eriksson Ek,C,F,SWE,271.0,19.5539975399754,14.060824108241084,3.509532595325953,1.983640836408364,0.974,1.347,9.602,2.038,5.39,0.793,14.060824108241084,3.509532595325953,1.983640836408364,0.583,0,53.54,0.822,75.0,207.0,25.87,1,Producer
John Tavares,C,F,CAN,317.0,17.951524710830707,14.929915878023133,3.01335436382755,0.0082544689800209,1.413,1.645,9.995,1.497,4.344,1.054,14.929915878023133,3.01335436382755,0.0082544689800209,0.435,0,51.03,0.984,73.0,217.0,28.63,1,Producer
Jonathan Marchessault,C,F,CAN,298.0,17.45089485458613,14.48847874720358,2.96241610738255,0.0,1.188,1.269,9.669,0.854,3.865,0.738,14.48847874720358,2.96241610738255,0.0,0.43,2,47.93,0.71,69.0,185.0,27.32,1,Producer
Jordan Kyrou,C,F,CAN,315.0,17.413174603174603,14.828624338624335,2.58037037037037,0.0041798941798941,1.335,1.466,10.228,1.433,1.138,0.82,14.828624338624335,2.58037037037037,0.0041798941798941,0.229,0,53.12,0.774,73.0,189.0,24.93,1,Producer
Kevin Fiala,LW,F,CHE,288.0,18.25,15.104282407407403,3.125810185185185,0.0199074074074073,1.199,1.598,9.406,1.05,2.534,1.096,15.104282407407403,3.125810185185185,0.0199074074074073,0.646,0,57.1,0.801,72.0,205.0,27.8,1,Producer
Kirill Kaprizov,LW,F,RUS,261.0,21.737611749680717,17.828160919540228,3.890613026819924,0.0188378033205618,1.65,1.692,10.057,1.163,1.999,1.258,17.828160919540228,3.890613026819924,0.0188378033205618,0.479,0,54.99,0.73,70.0,202.0,28.98,1,Producer
Kirill Marchenko,RW,F,RUS,292.0,17.59280821917808,14.877853881278538,2.6605022831050227,0.0544520547945205,1.191,1.238,8.748,1.822,2.394,0.736,14.877853881278538,2.6605022831050227,0.0544520547945205,0.281,0,49.43,0.672,75.0,201.0,25.12,1,Producer
Kyle Connor,LW,F,USA,311.0,20.556913183279743,16.721114683815646,3.2278670953912107,0.6079314040728832,1.361,1.736,9.713,1.014,1.07,0.892,16.721114683815646,3.2278670953912107,0.6079314040728832,0.215,1,48.55,0.818,73.0,183.0,24.14,1,Producer
Leon Draisaitl,C,F,DEU,297.0,21.34203142536476,17.359259259259257,3.556341189674524,0.4264309764309764,1.704,2.433,8.425,1.022,1.713,1.666,17.359259259259257,3.556341189674524,0.4264309764309764,0.539,0,58.02,0.618,74.0,209.0,26.83,1,Producer
Lucas Raymond,LW,F,SWE,318.0,18.17044025157233,14.897903563941302,2.9992662473794547,0.2732704402515723,1.038,1.796,6.874,1.142,2.046,1.028,14.897903563941302,2.9992662473794547,0.2732704402515723,0.296,0,49.19,0.655,71.0,186.0,25.94,1,Producer
Mark Scheifele,C,F,CAN,319.0,20.637460815047024,17.309770114942527,3.1831765935214205,0.1445141065830721,1.294,1.713,6.516,1.686,1.987,0.793,17.309770114942527,3.1831765935214205,0.1445141065830721,0.639,6,48.72,0.682,75.0,207.0,25.87,1,Producer
Mathew Barzal,C,F,CAN,249.0,19.976974564926376,16.689625167336008,3.274564926372155,0.0127844712182061,0.748,1.942,7.732,1.93,1.592,0.82,16.689625167336008,3.274564926372155,0.0127844712182061,0.486,1,53.56,0.631,73.0,186.0,24.54,1,Producer
Mats Zuccarello,LW,F,NOR,275.0,19.369939393939397,15.65309090909091,3.680727272727273,0.036121212121212,0.766,1.915,7.254,1.971,1.408,1.115,15.65309090909091,3.680727272727273,0.036121212121212,0.356,0,51.45,0.557,68.0,181.0,27.52,1,Producer
Matt Boldy,LW,F,USA,314.0,19.536146496815288,15.296390658174095,3.674256900212314,0.5654989384288748,1.262,1.575,9.849,1.809,2.054,0.998,15.296390658174095,3.674256900212314,0.5654989384288748,0.535,2,54.21,0.862,74.0,201.0,25.8,1,Producer
Matt Duchene,C,F,CAN,290.0,17.176666666666666,14.657241379310346,2.454597701149425,0.0648275862068965,1.12,1.867,6.998,1.494,1.385,0.843,14.657241379310346,2.454597701149425,0.0648275862068965,0.248,0,50.42,0.683,71.0,211.0,29.43,1,Producer
Matthew Tkachuk,LW,F,USA,242.0,19.06659779614325,14.85723140495868,3.9427685950413216,0.2665977961432507,1.313,2.432,11.001,1.014,4.317,1.352,14.85723140495868,3.9427685950413216,0.2665977961432507,1.293,9,56.49,0.821,74.0,202.0,25.93,1,Producer
Matvei Michkov,RW,F,RUS,161.0,15.73592132505176,13.246273291925466,2.481366459627329,0.0082815734989647,1.089,1.61,8.597,0.995,1.468,0.687,13.246273291925466,2.481366459627329,0.0082815734989647,0.727,1,52.95,0.744,70.0,172.0,24.68,1,Producer
Mika Zibanejad,C,F,SWE,326.0,19.81370143149284,14.605828220858896,3.270245398773006,1.937627811860941,1.105,1.709,8.081,1.849,2.499,1.152,14.605828220858896,3.270245398773006,1.937627811860941,0.264,0,50.04,0.614,74.0,208.0,26.7,1,Producer
Mikko Rantanen,RW,F,FIN,308.0,21.68971861471861,17.537987012987013,4.129761904761905,0.0219696969696969,1.356,2.003,8.335,1.473,2.03,1.23,17.537987012987013,4.129761904761905,0.0219696969696969,0.925,3,52.78,0.768,76.0,228.0,27.75,1,Producer
Mitch Marner,RW,F,CAN,311.0,20.90771704180064,15.659003215434083,3.329689174705252,1.919024651661308,0.987,2.39,6.385,1.679,1.707,1.107,15.659003215434083,3.329689174705252,1.919024651661308,0.27,0,53.88,0.604,72.0,180.0,24.41,1,Producer
Nathan MacKinnon,C,F,CAN,312.0,22.52767094017094,18.29396367521368,4.176602564102564,0.0571047008547008,1.519,2.698,12.301,1.724,1.793,1.28,18.29396367521368,4.176602564102564,0.0571047008547008,0.487,2,57.45,0.883,72.0,200.0,27.12,1,Producer
Nazem Kadri,C,F,CAN,323.0,18.479308565531475,15.35701754385965,3.025748194014448,0.0965428276573787,1.045,1.448,10.414,1.156,2.624,0.824,15.35701754385965,3.025748194014448,0.0965428276573787,0.622,3,50.64,0.811,72.0,185.0,25.09,1,Producer
Nick Schmaltz,C,F,USA,306.0,19.259640522875813,15.343572984749455,3.1651960784313724,0.7508714596949891,0.988,1.619,6.953,1.69,0.662,0.794,15.343572984749455,3.1651960784313724,0.7508714596949891,0.235,0,52.34,0.618,72.0,184.0,24.95,1,Producer
Nick Suzuki,C,F,CAN,328.0,20.791666666666664,16.32916666666667,3.479166666666666,0.9833333333333332,1.038,1.892,6.176,2.076,2.147,1.038,16.32916666666667,3.479166666666666,0.9833333333333332,0.32,1,50.16,0.572,71.0,207.0,28.87,1,Producer
Nico Hischier,C,F,CHE,309.0,19.94768069039914,15.04881337648328,3.063484358144553,1.8353829557713053,1.178,1.567,8.138,2.19,1.752,0.857,15.04881337648328,3.063484358144553,1.8353829557713053,0.23,1,55.04,0.85,73.0,200.0,26.38,1,Producer
Nikita Kucherov,RW,F,RUS,317.0,20.814773922187168,16.79143007360673,4.019348054679285,0.0039957939011566,1.409,3.21,9.757,1.137,1.5,1.691,16.79143007360673,4.019348054679285,0.0039957939011566,0.483,2,54.4,0.785,72.0,173.0,23.46,1,Producer
Nikolaj Ehlers,LW,F,DNK,278.0,16.00707434052758,13.40581534772182,2.5971223021582728,0.0041366906474819,1.173,1.969,10.059,1.429,1.685,0.944,13.40581534772182,2.5971223021582728,0.0041366906474819,0.255,3,55.71,0.72,72.0,168.0,22.78,1,Producer
Patrick Kane,RW,F,USA,262.0,18.325381679389317,15.159923664122136,3.165458015267176,0.0,0.975,1.775,8.973,0.987,0.837,1.062,15.159923664122136,3.165458015267176,0.0,0.229,0,48.86,0.617,70.0,176.0,25.25,1,Producer
Rickard Rakell,RW,F,SWE,293.0,18.29613196814562,15.28623435722412,2.893856655290102,0.1160409556313993,1.142,1.265,8.697,2.384,4.925,0.694,15.28623435722412,2.893856655290102,0.1160409556313993,0.205,0,51.41,0.886,73.0,194.0,25.59,1,Producer
Robert Thomas,C,F,CAN,289.0,19.85565167243368,15.626758938869663,2.812283737024221,1.4166089965397923,0.941,2.154,5.469,1.715,0.565,0.857,15.626758938869663,2.812283737024221,1.4166089965397923,0.394,0,51.85,0.614,72.0,207.0,28.07,1,Producer
Roope Hintz,LW,F,FIN,282.0,17.22151300236407,13.42352245862884,2.820862884160756,0.977127659574468,1.359,1.742,8.055,1.816,2.409,0.976,13.42352245862884,2.820862884160756,0.977127659574468,0.355,0,54.14,0.785,75.0,217.0,27.12,1,Producer
Ryan Nugent-Hopkins,C,F,CAN,312.0,19.34647435897436,14.204807692307694,3.45309829059829,1.6885683760683765,0.944,1.799,6.769,1.372,1.6,1.272,14.204807692307694,3.45309829059829,1.6885683760683765,0.372,2,56.73,0.75,73.0,192.0,25.33,1,Producer
Sam Bennett,C,F,CAN,284.0,17.48820422535211,14.421420187793428,2.442605633802817,0.6241784037558685,1.051,1.244,9.737,1.872,7.043,0.556,14.421420187793428,2.442605633802817,0.6241784037558685,1.148,6,53.29,0.979,73.0,193.0,25.46,1,Producer
Sam Reinhart,C,F,CAN,307.0,20.388599348534203,14.868783930510316,3.770684039087948,1.7491313789359393,1.495,1.409,8.033,2.08,2.857,1.112,14.868783930510316,3.770684039087948,1.7491313789359393,0.261,2,56.53,0.743,73.0,196.0,25.86,1,Producer
Seth Jarvis,C,F,CAN,307.0,18.217480998914223,14.000760043431054,2.8379478827361564,1.3787730727470142,1.191,1.373,8.486,1.91,3.884,0.697,14.000760043431054,2.8379478827361564,1.3787730727470142,0.212,1,57.58,0.917,70.0,180.0,25.82,1,Producer
Sidney Crosby,C,F,CAN,312.0,19.972222222222214,16.46196581196581,3.450854700854701,0.0594017094017093,1.319,2.07,8.858,1.473,2.879,0.963,16.46196581196581,3.450854700854701,0.0594017094017093,0.535,1,52.18,0.797,71.0,200.0,27.89,1,Producer
