Name,Pos,Group,Nationality,GP,TOI_GP,ES_TOI_GP,PP_TOI_GP,SH_TOI_GP,G_60,A_60,SOG_60,BLK_60,HIT_60,PP_PTS_60,ES_TOI_GP,PP_TOI_GP,SH_TOI_GP,PIM_GP,Fights,xGF_pct_5v5,ixG_60_5v5,Height_in,Weight_lbs,BMI,Cluster,Auto_Label
Matthew Knies,LW,F,USA,240.0,16.898194444444446,14.121736111111112,1.8756944444444448,0.9007638888888888,0.991,1.376,6.081,1.553,7.471,0.488,14.121736111111112,1.8756944444444448,0.9007638888888888,0.496,3,49.53,0.786,75.0,232.0,28.99,3,Playmaker
Matty Beniers,C,F,USA,321.0,18.245015576323983,15.370560747663554,2.479750778816199,0.3947040498442368,0.809,1.106,5.911,2.438,2.09,0.441,15.370560747663554,2.479750778816199,0.3947040498442368,0.184,1,48.37,0.572,74.0,181.0,23.24,3,Playmaker
Michael Amadio,C,F,CAN,293.0,14.027531285551763,13.10364050056883,0.487485779294653,0.436405005688282,0.818,0.876,5.796,2.277,4.628,0.117,13.10364050056883,0.487485779294653,0.436405005688282,0.218,0,52.96,0.669,73.0,206.0,27.18,3,Playmaker
Michael Bunting,LW,F,CAN,313.0,15.361235356762514,13.240788072417466,2.120447284345048,0.0,0.936,1.248,7.774,1.036,3.107,0.724,13.240788072417466,2.120447284345048,0.0,0.792,2,51.43,0.829,72.0,186.0,25.22,3,Playmaker
Mikael Backlund,C,F,SWE,322.0,18.49565217391304,14.531159420289857,1.634782608695652,2.329710144927536,0.665,1.048,8.362,1.441,2.327,0.242,14.531159420289857,1.634782608695652,2.329710144927536,0.335,0,50.31,0.721,72.0,206.0,27.94,3,Playmaker
Mikael Granlund,C,F,FIN,289.0,19.28811995386389,14.77658592848904,2.8819492502883506,1.629584775086505,0.678,1.561,5.823,2.325,2.465,0.71,14.77658592848904,2.8819492502883506,1.629584775086505,0.339,0,44.96,0.565,70.0,193.0,27.69,3,Playmaker
Morgan Frost,C,F,CAN,315.0,15.83328042328042,13.28925925925926,2.4844973544973543,0.0595238095238094,0.818,1.191,6.905,2.49,3.248,0.565,13.28925925925926,2.4844973544973543,0.0595238095238094,0.305,0,51.52,0.652,72.0,193.0,26.17,3,Playmaker
Morgan Geekie,C,F,CAN,303.0,15.176182618261828,13.255225522552257,1.7299779977997798,0.1909790979097909,1.279,1.227,7.072,1.905,5.35,0.6,13.255225522552257,1.7299779977997798,0.1909790979097909,0.317,2,49.67,0.718,75.0,212.0,26.5,3,Playmaker
Nick Paul,LW,F,CAN,289.0,16.077104959630912,13.573644752018456,1.69838523644752,0.8050749711649365,0.904,0.826,6.224,1.821,4.597,0.336,13.573644752018456,1.69838523644752,0.8050749711649365,0.422,4,49.06,0.71,76.0,234.0,28.48,3,Playmaker
Nino Niederreiter,RW,F,CHE,298.0,15.01258389261745,13.212360178970917,1.8002237136465324,0.0,0.899,0.858,7.846,1.797,6.733,0.362,13.212360178970917,1.8002237136465324,0.0,0.329,0,53.43,0.943,74.0,218.0,27.99,3,Playmaker
Oliver Bjorkstrand,RW,F,DNK,322.0,15.137060041407867,12.617132505175984,2.519927536231884,0.0,0.899,1.342,8.223,1.625,3.558,0.751,12.617132505175984,2.519927536231884,0.0,0.193,2,50.98,0.629,72.0,175.0,23.73,3,Playmaker
Owen Tippett,RW,F,CAN,313.0,16.69712460063898,14.194888178913738,2.2836528221512244,0.2185835995740148,1.183,1.068,10.654,2.629,6.36,0.39,14.194888178913738,2.2836528221512244,0.2185835995740148,0.243,0,52.99,0.848,73.0,210.0,27.7,3,Playmaker
Pavel Buchnevich,LW,F,RUS,300.0,19.017,14.81172222222222,2.6674444444444445,1.5378333333333334,0.978,1.493,6.489,1.294,1.798,0.694,14.81172222222222,2.6674444444444445,1.5378333333333334,0.443,1,49.37,0.699,73.0,196.0,25.86,3,Playmaker
Pavel Zacha,C,F,CZE,320.0,17.49677083333333,13.6196875,2.486354166666667,1.3907291666666666,0.922,1.522,5.808,1.147,3.215,0.557,13.6196875,2.486354166666667,1.3907291666666666,0.259,1,48.04,0.624,76.0,211.0,25.68,3,Playmaker
Philipp Kurashev,C,F,CHE,239.0,16.75460251046025,14.185146443514649,1.929916317991632,0.6395397489539749,0.614,1.079,5.394,1.678,2.023,0.39,14.185146443514649,1.929916317991632,0.6395397489539749,0.28,1,41.82,0.459,72.0,190.0,25.77,3,Playmaker
Pierre-Luc Dubois,LW,F,CAN,266.0,17.04329573934837,14.427130325814534,2.531641604010025,0.0845238095238094,0.9,1.588,7.081,2.104,3.375,0.675,14.427130325814534,2.531641604010025,0.0845238095238094,0.91,1,53.63,0.735,76.0,220.0,26.78,3,Playmaker
Quinton Byfield,C,F,CAN,293.0,17.57195676905575,14.600739476678042,1.9970989761092148,0.9741183162684868,0.816,1.282,6.666,1.305,3.088,0.385,14.600739476678042,1.9970989761092148,0.9741183162684868,0.56,0,55.57,0.714,77.0,230.0,27.27,3,Playmaker
Reilly Smith,RW,F,CAN,302.0,15.589128035320089,13.12257174392936,1.304635761589404,1.1619205298013244,0.867,1.198,7.086,1.453,2.511,0.319,13.12257174392936,1.304635761589404,1.1619205298013244,0.205,0,52.07,0.738,73.0,185.0,24.41,3,Playmaker
Ross Colton,C,F,USA,295.0,13.169096045197742,11.858757062146893,1.253220338983051,0.0571186440677965,0.896,1.035,8.911,2.178,9.776,0.324,11.858757062146893,1.253220338983051,0.0571186440677965,0.481,4,55.66,1.029,72.0,194.0,26.31,3,Playmaker
Ryan Donato,C,F,USA,311.0,14.14051446945338,12.665058949624866,1.355144694533762,0.1203108252947481,0.982,1.051,7.845,1.023,4.843,0.287,12.665058949624866,1.355144694533762,0.1203108252947481,0.511,5,43.78,0.685,72.0,190.0,25.77,3,Playmaker
Ryan Hartman,RW,F,USA,278.0,16.129556354916065,14.10425659472422,1.5611510791366907,0.4641486810551559,0.937,1.084,8.657,3.332,3.666,0.375,14.10425659472422,1.5611510791366907,0.4641486810551559,1.025,6,51.48,0.858,72.0,197.0,26.72,3,Playmaker
Ryan O'Reilly,C,F,CAN,295.0,19.384745762711862,15.018813559322034,2.8075706214689267,1.558361581920904,0.923,1.448,6.148,2.277,0.85,0.734,15.018813559322034,2.8075706214689267,1.558361581920904,0.271,3,52.53,0.75,73.0,207.0,27.31,3,Playmaker
Ryan Strome,C,F,CAN,295.0,15.921920903954804,13.65090395480226,2.137062146892655,0.1339548022598869,0.562,1.277,5.812,1.226,2.133,0.345,13.65090395480226,2.137062146892655,0.1339548022598869,0.915,10,47.41,0.643,73.0,192.0,25.33,3,Playmaker
Sean Couturier,C,F,CAN,231.0,17.21803751803752,14.327705627705626,1.5684704184704183,1.321861471861472,0.573,1.222,7.03,1.931,3.213,0.181,14.327705627705626,1.5684704184704183,1.321861471861472,0.433,2,53.94,0.701,76.0,210.0,25.56,3,Playmaker
Sean Monahan,C,F,CAN,240.0,17.899027777777782,13.731319444444445,2.663680555555556,1.5040277777777775,0.894,1.467,6.774,1.676,1.606,0.684,13.731319444444445,2.663680555555556,1.5040277777777775,0.25,0,51.33,0.773,74.0,206.0,26.45,3,Playmaker
Shane Pinto,C,F,USA,265.0,17.441698113207543,14.333584905660375,1.789811320754717,1.3183018867924527,0.948,0.935,7.166,2.415,3.596,0.286,14.333584905660375,1.789811320754717,1.3183018867924527,0.377,0,55.6,0.861,75.0,206.0,25.75,3,Playmaker
Stefan Noesen,RW,F,USA,275.0,13.105151515151515,10.87478787878788,2.0863636363636364,0.144,0.866,1.149,7.692,1.398,6.693,0.733,10.87478787878788,2.0863636363636364,0.144,0.553,9,53.67,0.816,73.0,205.0,27.04,3,Playmaker
Trevor Moore,LW,F,USA,281.0,17.158659549228947,14.108956109134043,1.444602609727165,1.605100830367734,0.896,1.07,8.947,1.817,3.484,0.224,14.108956109134043,1.444602609727165,1.605100830367734,0.228,0,55.88,0.791,71.0,195.0,27.19,3,Playmaker
Trevor Zegras,C,F,USA,250.0,18.15353333333333,15.389399999999998,2.751266666666667,0.0128666666666666,0.886,1.481,6.901,1.309,2.089,0.595,15.389399999999998,2.751266666666667,0.0128666666666666,0.812,1,50.85,0.635,72.0,185.0,25.09,3,Playmaker
Tyler Bertuzzi,LW,F,CAN,291.0,16.737800687285223,14.23184421534937,2.5059564719358534,0.0,1.035,1.146,6.923,1.454,3.289,0.702,14.23184421534937,2.5059564719358534,0.0,0.601,3,48.27,0.827,74.0,200.0,25.68,3,Playmaker
Victor Olofsson,RW,F,SWE,260.0,13.584679487179487,11.669230769230769,1.9154487179487176,0.0,1.07,0.883,8.205,1.087,1.393,0.51,11.669230769230769,1.9154487179487176,0.0,0.115,0,51.79,0.618,71.0,180.0,25.1,3,Playmaker
Vincent Trocheck,C,F,USA,313.0,20.57779552715655,15.894568690095848,3.062300319488818,1.620926517571885,0.829,1.528,7.043,2.394,7.117,0.643,15.894568690095848,3.062300319488818,1.620926517571885,0.706,5,48.35,0.678,71.0,187.0,26.08,3,Playmaker
Vladimir Tarasenko,RW,F,RUS,300.0,15.508666666666665,13.3785,2.1174444444444447,0.0127222222222221,0.967,1.419,7.802,1.844,3.65,0.567,13.3785,2.1174444444444447,0.0127222222222221,0.12,0,47.78,0.653,73.0,219.0,28.89,3,Playmaker
Warren Foegele,LW,F,CAN,299.0,14.2164994425864,12.618338907469342,0.5892419175027871,1.0089186176142697,0.988,0.875,8.907,1.595,4.7,0.056,12.618338907469342,0.5892419175027871,1.0089186176142697,0.391,2,56.53,1.109,74.0,205.0,26.32,3,Playmaker
Will Smith,C,F,USA,143.0,16.951165501165498,14.265268065268064,2.6445221445221443,0.0413752913752913,1.04,1.535,7.252,0.693,0.718,0.718,14.265268065268064,2.6445221445221443,0.0413752913752913,0.238,0,46.27,0.657,72.0,180.0,24.41,3,Playmaker
William Eklund,LW,F,SWE,243.0,18.919478737997256,15.321604938271603,2.798902606310014,0.7989711934156377,0.653,1.423,6.173,2.284,2.245,0.639,15.321604938271603,2.798902606310014,0.7989711934156377,0.399,1,46.94,0.636,70.0,185.0,26.54,3,Playmaker
Yegor Sharangovich,C,F,BLR,308.0,16.1103354978355,13.2655303030303,1.5478354978354978,1.296969696969697,0.919,0.895,7.013,1.778,0.846,0.387,13.2655303030303,1.5478354978354978,1.296969696969697,0.143,0,46.99,0.615,74.0,196.0,25.16,3,Playmaker
Zach Benson,LW,F,CAN,211.0,15.016113744075827,12.782464454976305,1.3797788309636652,0.8538704581358609,0.644,1.269,6.306,1.629,2.083,0.208,12.782464454976305,1.3797788309636652,0.8538704581358609,0.654,0,52.95,0.848,70.0,177.0,25.39,3,Playmaker
Zachary Bolduc,C,F,CAN,175.0,13.03542857142857,11.706761904761905,1.3286666666666669,0.0,0.947,1.026,6.812,2.393,7.628,0.473,11.706761904761905,1.3286666666666669,0.0,0.406,1,50.02,0.709,72.0,187.0,25.36,3,Playmaker
